Team,Date,Score
Portugal,30-09-2013,58.82
Romania,30-09-2013,66.18
Russia,30-09-2013,61.99
Samoa,30-09-2013,80.42
Scotland,30-09-2013,76.95
Senegal,30-09-2013,46.89
Serbia,30-09-2013,38.69
Singapore,30-09-2013,44.54
Slovenia,30-09-2013,37.03
Solomon Islands,30-09-2013,40.35
South Africa,30-09-2013,88.84
Spain,30-09-2013,60.44
Sri Lanka,30-09-2013,49.88
St Vincent and the Grenadines,30-09-2013,36.84
Swaziland,30-09-2013,35.63
Sweden,30-09-2013,51.87
Switzerland,30-09-2013,48.8
Tahiti,30-09-2013,35.37
Thailand,30-09-2013,43.37
Tonga,30-09-2013,74.77
Trinidad & Tobago,30-09-2013,46.38
Tunisia,30-09-2013,48.25
Uganda,30-09-2013,46.36
Ukraine,30-09-2013,50.97
United Arab Emirates,30-09-2013,30
Uruguay,30-09-2013,59.87
USA,30-09-2013,64.91
Vanuatu,30-09-2013,33.45
Venezuela,30-09-2013,41.67
Wales,30-09-2013,81.36
Zambia,30-09-2013,36.94
Zimbabwe,30-09-2013,52.63
Andorra,30-10-2006,43.39
Arabian Gulf,30-10-2006,48.76
Argentina,30-10-2006,76.76
Australia,30-10-2006,86.13
Austria,30-10-2006,39.97
Bahamas,30-10-2006,35.61
Barbados,30-10-2006,43.13
Belgium,30-10-2006,52.75
Bermuda,30-10-2006,41.69
Bosnia & Herzegovina,30-10-2006,30.25
Botswana,30-10-2006,38.64
Brazil,30-10-2006,52.31
Bulgaria,30-10-2006,35.05
Cameroon,30-10-2006,38.52
Canada,30-10-2006,70.12
Cayman Islands,30-10-2006,43.87
Chile,30-10-2006,59.22
China,30-10-2006,46.36
Chinese Taipei,30-10-2006,48.41
Colombia,30-10-2006,41.69
Cook Islands,30-10-2006,45.87
Cote D'Ivoire,30-10-2006,48.22
Croatia,30-10-2006,47.71
Czech Republic,30-10-2006,53.87
Denmark,30-10-2006,44.02
England,30-10-2006,79.64
Fiji,30-10-2006,73.11
Finland,30-10-2006,30.87
France,30-10-2006,87.52
Georgia,30-10-2006,64.59
Germany,30-10-2006,56.06
Guam,30-10-2006,38.14
Guyana,30-10-2006,40.35
Hong Kong,30-10-2006,55.17
Hungary,30-10-2006,41.36
India,30-10-2006,36.21
Ireland,30-10-2006,82
Israel,30-10-2006,33.56
Italy,30-10-2006,72.81
Jamaica,30-10-2006,38.97
Japan,30-10-2006,62.96
Kazakhstan,30-10-2006,47.95
Kenya,30-10-2006,48.86
Korea,30-10-2006,60.07
Latvia,30-10-2006,48.77
Lithuania,30-10-2006,41.69
Luxembourg,30-10-2006,37.93
Madagascar,30-10-2006,47.95
Malaysia,30-10-2006,41.7
Malta,30-10-2006,45.91
Moldova,30-10-2006,50.22
Monaco,30-10-2006,38.81
Morocco,30-10-2006,58.68
Namibia,30-10-2006,57.1
Netherlands,30-10-2006,51.72
New Zealand,30-10-2006,92.91
Nigeria,30-10-2006,35.99
Niue Island,30-10-2006,40.96
Norway,30-10-2006,37.03
Papua New Guinea,30-10-2006,45.09
Paraguay,30-10-2006,53.82
Peru,30-10-2006,41.75
Poland,30-10-2006,50.92
Portugal,30-10-2006,61.92
Romania,30-10-2006,68.26
Russia,30-10-2006,62.7
Samoa,30-10-2006,73.72
Scotland,30-10-2006,77.63
Senegal,30-10-2006,42.13
Serbia,30-10-2006,40.04
Singapore,30-10-2006,46
Slovenia,30-10-2006,41.9
Solomon Islands,30-10-2006,39.06
South Africa,30-10-2006,87.05
Spain,30-10-2006,57.78
Sri Lanka,30-10-2006,48.12
St Lucia,30-10-2006,37.57
St Vincent and the Grenadines,30-10-2006,39.3
Swaziland,30-10-2006,37.57
Sweden,30-10-2006,48.75
Switzerland,30-10-2006,47.13
Tahiti,30-10-2006,36.25
Thailand,30-10-2006,40.8
Tonga,30-10-2006,66.01
Trinidad & Tobago,30-10-2006,43.97
Tunisia,30-10-2006,52.65
Uganda,30-10-2006,46.34
Ukraine,30-10-2006,52.3
Uruguay,30-10-2006,64.4
USA,30-10-2006,69.24
Vanuatu,30-10-2006,34.77
Venezuela,30-10-2006,43.4
Wales,30-10-2006,76.13
Zambia,30-10-2006,41.35
Zimbabwe,30-10-2006,45.51
American Samoa,30-11-2015,25.53
Andorra,30-11-2015,42.88
Argentina,30-11-2015,82.59
Australia,30-11-2015,89.33
Austria,30-11-2015,35
Bahamas,30-11-2015,34.55
Barbados,30-11-2015,37.39
Belgium,30-11-2015,55.69
Bermuda,30-11-2015,40.03
Bosnia & Herzegovina,30-11-2015,36.18
Botswana,30-11-2015,40.99
Brazil,30-11-2015,48.14
Bulgaria,30-11-2015,31.57
Cameroon,30-11-2015,32.33
Canada,30-11-2015,62.65
Cayman Islands,30-11-2015,42.87
Chile,30-11-2015,56.92
China,30-11-2015,39.58
Chinese Taipei,30-11-2015,40.27
Colombia,30-11-2015,47.59
Cook Islands,30-11-2015,47.11
Cote D'Ivoire,30-11-2015,45.76
Croatia,30-11-2015,46.97
Czech Republic,30-11-2015,50.67
Denmark,30-11-2015,34.26
England,30-11-2015,79.77
Fiji,30-11-2015,76.96
Finland,30-11-2015,28.34
France,30-11-2015,79.77
Georgia,30-11-2015,71.45
Germany,30-11-2015,55.9
Greece,30-11-2015,28.55
Guam,30-11-2015,38.11
Guyana,30-11-2015,44.88
Hong Kong,30-11-2015,57.17
Hungary,30-11-2015,37.94
India,30-11-2015,37.12
Indonesia,30-11-2015,28.73
Ireland,30-11-2015,81.17
Israel,30-11-2015,42.97
Italy,30-11-2015,72.74
Jamaica,30-11-2015,36.99
Japan,30-11-2015,77.05
Kazakhstan,30-11-2015,48.14
Kenya,30-11-2015,55.89
Korea,30-11-2015,56.7
Latvia,30-11-2015,41.97
Lithuania,30-11-2015,48.86
Luxembourg,30-11-2015,41.67
Madagascar,30-11-2015,48.71
Malaysia,30-11-2015,43.53
Malta,30-11-2015,46.15
Mauritius,30-11-2015,33.86
Mexico,30-11-2015,43.61
Moldova,30-11-2015,53.21
Monaco,30-11-2015,29.17
Morocco,30-11-2015,45.18
Namibia,30-11-2015,61.75
Netherlands,30-11-2015,51.86
New Zealand,30-11-2015,96.1
Nigeria,30-11-2015,37.03
Niue Island,30-11-2015,34.45
Norway,30-11-2015,34
Pakistan,30-11-2015,36.74
Papua New Guinea,30-11-2015,39.27
Paraguay,30-11-2015,50.46
Peru,30-11-2015,39.24
Philippines,30-11-2015,45.12
Poland,30-11-2015,51.79
Portugal,30-11-2015,56.34
Romania,30-11-2015,66.59
Russia,30-11-2015,63.54
Samoa,30-11-2015,70.36
Scotland,30-11-2015,77.94
Senegal,30-11-2015,45.96
Serbia,30-11-2015,35.11
Singapore,30-11-2015,42.92
Slovenia,30-11-2015,40.55
Solomon Islands,30-11-2015,30.4
South Africa,30-11-2015,87.66
Spain,30-11-2015,61.96
Sri Lanka,30-11-2015,49.79
St Vincent and the Grenadines,30-11-2015,36.84
Swaziland,30-11-2015,32.04
Sweden,30-11-2015,43.92
Switzerland,30-11-2015,50.95
Tahiti,30-11-2015,31.79
Thailand,30-11-2015,37.46
Tonga,30-11-2015,71.6
Trinidad & Tobago,30-11-2015,47.38
Tunisia,30-11-2015,49.11
Uganda,30-11-2015,46.35
Ukraine,30-11-2015,55.51
United Arab Emirates,30-11-2015,34.92
Uruguay,30-11-2015,62.11
USA,30-11-2015,68.66
Uzbekistan,30-11-2015,33.89
Vanuatu,30-11-2015,27.45
Venezuela,30-11-2015,40.02
Wales,30-11-2015,83.49
Zambia,30-11-2015,35.8
Zimbabwe,30-11-2015,53.24
Andorra,30-11-2009,41.42
Arabian Gulf,30-11-2009,49.32
Argentina,30-11-2009,80.56
Australia,30-11-2009,85.56
Austria,30-11-2009,34.88
Bahamas,30-11-2009,36.33
Barbados,30-11-2009,39.21
Belgium,30-11-2009,53.47
Bermuda,30-11-2009,43.59
Bosnia & Herzegovina,30-11-2009,36.18
Botswana,30-11-2009,39.21
Brazil,30-11-2009,54.97
Bulgaria,30-11-2009,37.05
Cameroon,30-11-2009,38.21
Canada,30-11-2009,68.79
Cayman Islands,30-11-2009,42.12
Chile,30-11-2009,57.95
China,30-11-2009,46.12
Chinese Taipei,30-11-2009,45.78
Colombia,30-11-2009,43.32
Cook Islands,30-11-2009,44.61
Cote D'Ivoire,30-11-2009,50.31
Croatia,30-11-2009,50.06
Czech Republic,30-11-2009,51.95
Denmark,30-11-2009,41.35
England,30-11-2009,80.72
Fiji,30-11-2009,75.9
Finland,30-11-2009,28.84
France,30-11-2009,82.41
Georgia,30-11-2009,66.85
Germany,30-11-2009,55.35
Guam,30-11-2009,36.8
Guyana,30-11-2009,41.52
Hong Kong,30-11-2009,52.07
Hungary,30-11-2009,41.89
India,30-11-2009,36.61
Ireland,30-11-2009,84.6
Israel,30-11-2009,37.56
Italy,30-11-2009,72.59
Jamaica,30-11-2009,36.61
Japan,30-11-2009,70.58
Kazakhstan,30-11-2009,55.07
Kenya,30-11-2009,49.68
Korea,30-11-2009,57.88
Latvia,30-11-2009,42.76
Lithuania,30-11-2009,50.79
Luxembourg,30-11-2009,33.44
Madagascar,30-11-2009,46.9
Malaysia,30-11-2009,41.17
Malta,30-11-2009,45.68
Moldova,30-11-2009,50.52
Monaco,30-11-2009,35.17
Morocco,30-11-2009,53.06
Namibia,30-11-2009,59.62
Netherlands,30-11-2009,52.02
New Zealand,30-11-2009,91.68
Nigeria,30-11-2009,35.28
Niue Island,30-11-2009,41.11
Norway,30-11-2009,38.79
Papua New Guinea,30-11-2009,46.19
Paraguay,30-11-2009,50.93
Peru,30-11-2009,39.35
Poland,30-11-2009,52.18
Portugal,30-11-2009,59.72
Romania,30-11-2009,64.62
Russia,30-11-2009,66.21
Samoa,30-11-2009,72.08
Scotland,30-11-2009,76.59
Senegal,30-11-2009,42.12
Serbia,30-11-2009,42.82
Singapore,30-11-2009,45.94
Slovenia,30-11-2009,39.56
Solomon Islands,30-11-2009,39.06
South Africa,30-11-2009,88.6
Spain,30-11-2009,59.01
Sri Lanka,30-11-2009,45.64
St Lucia,30-11-2009,37.57
St Vincent and the Grenadines,30-11-2009,39.3
Swaziland,30-11-2009,36.68
Sweden,30-11-2009,46.1
Switzerland,30-11-2009,43.05
Tahiti,30-11-2009,36.25
Thailand,30-11-2009,40.51
Tonga,30-11-2009,68.1
Trinidad & Tobago,30-11-2009,47.19
Tunisia,30-11-2009,54.11
Uganda,30-11-2009,49.71
Ukraine,30-11-2009,55.47
Uruguay,30-11-2009,60.89
USA,30-11-2009,67.05
Vanuatu,30-11-2009,34.77
Venezuela,30-11-2009,43.92
Wales,30-11-2009,79.89
Zambia,30-11-2009,39.31
Zimbabwe,30-11-2009,46.91
American Samoa,30-05-2016,25.53
Andorra,30-05-2016,42.32
Argentina,30-05-2016,82.59
Australia,30-05-2016,89.33
Austria,30-05-2016,33.7
Bahamas,30-05-2016,33.96
Barbados,30-05-2016,36.94
Belgium,30-05-2016,57.94
Bermuda,30-05-2016,39.6
Bosnia & Herzegovina,30-05-2016,38.48
Botswana,30-05-2016,40.99
Brazil,30-05-2016,51.57
Bulgaria,30-05-2016,29.94
Cameroon,30-05-2016,32.33
Canada,30-05-2016,64.27
Cayman Islands,30-05-2016,42.87
Chile,30-05-2016,55.73
China,30-05-2016,39.58
Chinese Taipei,30-05-2016,40.27
Colombia,30-05-2016,46.51
Cook Islands,30-05-2016,47.11
Cote D'Ivoire,30-05-2016,45.76
Croatia,30-05-2016,45.35
Czech Republic,30-05-2016,51.84
Denmark,30-05-2016,33.27
England,30-05-2016,84.6
Fiji,30-05-2016,76.96
Finland,30-05-2016,29.3
France,30-05-2016,78.36
Georgia,30-05-2016,72.62
Germany,30-05-2016,57.71
Greece,30-05-2016,28.55
Guam,30-05-2016,37.85
Guyana,30-05-2016,45.03
Hong Kong,30-05-2016,58.43
Hungary,30-05-2016,36.42
India,30-05-2016,37.12
Indonesia,30-05-2016,28.73
Ireland,30-05-2016,80.33
Israel,30-05-2016,41.67
Italy,30-05-2016,70.78
Jamaica,30-05-2016,38.76
Japan,30-05-2016,77.05
Kazakhstan,30-05-2016,48.14
Kenya,30-05-2016,55.89
Korea,30-05-2016,55.45
Latvia,30-05-2016,45.83
Lithuania,30-05-2016,47.09
Luxembourg,30-05-2016,42.99
Madagascar,30-05-2016,48.71
Malaysia,30-05-2016,45.55
Malta,30-05-2016,46.32
Mauritius,30-05-2016,33.86
Mexico,30-05-2016,44.62
Moldova,30-05-2016,52.32
Monaco,30-05-2016,29.17
Morocco,30-05-2016,45.18
Namibia,30-05-2016,61.75
Netherlands,30-05-2016,51.52
New Zealand,30-05-2016,96.1
Nigeria,30-05-2016,37.03
Niue Island,30-05-2016,34.45
Norway,30-05-2016,32.37
Pakistan,30-05-2016,36.74
Papua New Guinea,30-05-2016,39.27
Paraguay,30-05-2016,48.77
Peru,30-05-2016,39.24
Philippines,30-05-2016,44.2
Poland,30-05-2016,49.94
Portugal,30-05-2016,54.29
Romania,30-05-2016,67.52
Russia,30-05-2016,63.56
Samoa,30-05-2016,70.36
Scotland,30-05-2016,78.32
Senegal,30-05-2016,45.96
Serbia,30-05-2016,36.89
Singapore,30-05-2016,42.9
Slovenia,30-05-2016,39.76
Solomon Islands,30-05-2016,30.4
South Africa,30-05-2016,87.66
Spain,30-05-2016,60.87
Sri Lanka,30-05-2016,48.71
St Vincent and the Grenadines,30-05-2016,34.91
Swaziland,30-05-2016,32.04
Sweden,30-05-2016,43.32
Switzerland,30-05-2016,52.53
Tahiti,30-05-2016,31.79
Thailand,30-05-2016,36.76
Tonga,30-05-2016,71.6
Trinidad & Tobago,30-05-2016,47.83
Tunisia,30-05-2016,49.11
Uganda,30-05-2016,46.35
Ukraine,30-05-2016,56.95
United Arab Emirates,30-05-2016,38.49
Uruguay,30-05-2016,63.23
USA,30-05-2016,65.68
Uzbekistan,30-05-2016,31.29
Vanuatu,30-05-2016,27.45
Venezuela,30-05-2016,40.02
Wales,30-05-2016,82.49
Zambia,30-05-2016,35.8
Zimbabwe,30-05-2016,53.24
Andorra,30-05-2011,42.83
Argentina,30-05-2011,78.97
Australia,30-05-2011,87.45
Austria,30-05-2011,37.76
Bahamas,30-05-2011,36.33
Barbados,30-05-2011,39.43
Belgium,30-05-2011,56.5
Bermuda,30-05-2011,44.74
Bosnia & Herzegovina,30-05-2011,36.18
Botswana,30-05-2011,38.17
Brazil,30-05-2011,54.04
Bulgaria,30-05-2011,37.12
Cameroon,30-05-2011,38.21
Canada,30-05-2011,69.18
Cayman Islands,30-05-2011,41.23
Chile,30-05-2011,59.52
China,30-05-2011,41.23
Chinese Taipei,30-05-2011,43.62
Colombia,30-05-2011,41.73
Cook Islands,30-05-2011,44.61
Cote D'Ivoire,30-05-2011,47.52
Croatia,30-05-2011,45.56
Czech Republic,30-05-2011,53.78
Denmark,30-05-2011,40.6
England,30-05-2011,82.48
Fiji,30-05-2011,74.05
Finland,30-05-2011,27.7
France,30-05-2011,82.06
Georgia,30-05-2011,70.16
Germany,30-05-2011,51.81
Guam,30-05-2011,36.8
Guyana,30-05-2011,43.44
Hong Kong,30-05-2011,54.34
Hungary,30-05-2011,39.68
India,30-05-2011,39.19
Ireland,30-05-2011,82.51
Israel,30-05-2011,41.05
Italy,30-05-2011,73.54
Jamaica,30-05-2011,36.35
Japan,30-05-2011,71.44
Kazakhstan,30-05-2011,53.62
Kenya,30-05-2011,52.84
Korea,30-05-2011,52.87
Latvia,30-05-2011,42.69
Lithuania,30-05-2011,51.49
Luxembourg,30-05-2011,32.49
Madagascar,30-05-2011,46.45
Malaysia,30-05-2011,42.95
Malta,30-05-2011,45.23
Moldova,30-05-2011,54.09
Monaco,30-05-2011,35.17
Morocco,30-05-2011,56.13
Namibia,30-05-2011,60.66
Netherlands,30-05-2011,47.71
New Zealand,30-05-2011,93.19
Nigeria,30-05-2011,35.28
Niue Island,30-05-2011,41.11
Norway,30-05-2011,35.43
Papua New Guinea,30-05-2011,46.19
Paraguay,30-05-2011,48.84
Peru,30-05-2011,41.98
Poland,30-05-2011,52.88
Portugal,30-05-2011,61.8
Romania,30-05-2011,65.34
Russia,30-05-2011,63.17
Samoa,30-05-2011,74.01
Scotland,30-05-2011,77.35
Senegal,30-05-2011,43.83
Serbia,30-05-2011,40.81
Singapore,30-05-2011,44.96
Slovenia,30-05-2011,40.2
Solomon Islands,30-05-2011,39.06
South Africa,30-05-2011,86.44
Spain,30-05-2011,59.43
Sri Lanka,30-05-2011,47.03
St Vincent and the Grenadines,30-05-2011,39.3
Swaziland,30-05-2011,36.68
Sweden,30-05-2011,50.99
Switzerland,30-05-2011,44.22
Tahiti,30-05-2011,36.25
Thailand,30-05-2011,41.46
Tonga,30-05-2011,67.34
Trinidad & Tobago,30-05-2011,45.85
Tunisia,30-05-2011,52.35
Uganda,30-05-2011,48.13
Ukraine,30-05-2011,53.34
Uruguay,30-05-2011,60
USA,30-05-2011,67.69
Vanuatu,30-05-2011,34.77
Venezuela,30-05-2011,42.88
Wales,30-05-2011,79.55
Zambia,30-05-2011,39.97
Zimbabwe,30-05-2011,46.15
Andorra,30-05-2005,45.43
Arabian Gulf,30-05-2005,47.53
Argentina,30-05-2005,77.63
Australia,30-05-2005,88.58
Austria,30-05-2005,42.71
Bahamas,30-05-2005,34.2
Barbados,30-05-2005,38.48
Belgium,30-05-2005,50.42
Bermuda,30-05-2005,44.57
Bosnia & Herzegovina,30-05-2005,30.53
Botswana,30-05-2005,38.64
Brazil,30-05-2005,51.55
Bulgaria,30-05-2005,35.68
Cameroon,30-05-2005,38.94
Canada,30-05-2005,69.98
Cayman Islands,30-05-2005,43.97
Chile,30-05-2005,58.66
China,30-05-2005,49.76
Chinese Taipei,30-05-2005,48.54
Colombia,30-05-2005,37.95
Cook Islands,30-05-2005,44.68
Cote D'Ivoire,30-05-2005,48.87
Croatia,30-05-2005,50.86
Czech Republic,30-05-2005,58.52
Denmark,30-05-2005,47.39
England,30-05-2005,82.81
Fiji,30-05-2005,73.27
Finland,30-05-2005,29.32
France,30-05-2005,84.67
Georgia,30-05-2005,62.88
Germany,30-05-2005,55.18
Guam,30-05-2005,40
Guyana,30-05-2005,38.95
Hong Kong,30-05-2005,54.09
Hungary,30-05-2005,38.35
India,30-05-2005,34.62
Ireland,30-05-2005,82.14
Israel,30-05-2005,35.42
Italy,30-05-2005,70.8
Jamaica,30-05-2005,37.93
Japan,30-05-2005,65.48
Kazakhstan,30-05-2005,46.64
Kenya,30-05-2005,48.72
Korea,30-05-2005,60.35
Latvia,30-05-2005,43.96
Lithuania,30-05-2005,40.65
Luxembourg,30-05-2005,39.47
Madagascar,30-05-2005,47.57
Malaysia,30-05-2005,40.8
Malta,30-05-2005,44.96
Moldova,30-05-2005,47.57
Monaco,30-05-2005,38.81
Morocco,30-05-2005,60.65
Namibia,30-05-2005,59.38
Netherlands,30-05-2005,52.61
New Zealand,30-05-2005,90.9
Nigeria,30-05-2005,35.99
Niue Island,30-05-2005,40.83
Norway,30-05-2005,34.74
Papua New Guinea,30-05-2005,43.52
Paraguay,30-05-2005,53.18
Peru,30-05-2005,44.16
Poland,30-05-2005,52.7
Portugal,30-05-2005,66.03
Romania,30-05-2005,65.39
Russia,30-05-2005,57.41
Samoa,30-05-2005,71.03
Scotland,30-05-2005,73.47
Senegal,30-05-2005,41.28
Serbia,30-05-2005,44.21
Singapore,30-05-2005,48.01
Slovenia,30-05-2005,43.48
Solomon Islands,30-05-2005,39.67
South Africa,30-05-2005,85.78
Spain,30-05-2005,53.86
Sri Lanka,30-05-2005,44.05
St Lucia,30-05-2005,40.7
St Vincent and the Grenadines,30-05-2005,39.3
Swaziland,30-05-2005,37.57
Sweden,30-05-2005,44.57
Switzerland,30-05-2005,48.7
Tahiti,30-05-2005,37.62
Thailand,30-05-2005,43.58
Tonga,30-05-2005,62.72
Trinidad & Tobago,30-05-2005,46.36
Tunisia,30-05-2005,51.32
Uganda,30-05-2005,41.96
Ukraine,30-05-2005,56.1
Uruguay,30-05-2005,67.55
USA,30-05-2005,66.66
Vanuatu,30-05-2005,35.67
Venezuela,30-05-2005,47.33
Wales,30-05-2005,83.08
Zambia,30-05-2005,41.25
Zimbabwe,30-05-2005,47.36
American Samoa,30-06-2014,30
Andorra,30-06-2014,42.54
Argentina,30-06-2014,73.97
Australia,30-06-2014,86.94
Austria,30-06-2014,37.68
Bahamas,30-06-2014,32.99
Barbados,30-06-2014,38.26
Belgium,30-06-2014,53.9
Bermuda,30-06-2014,41.59
Bosnia & Herzegovina,30-06-2014,33.45
Botswana,30-06-2014,39.64
Brazil,30-06-2014,50.63
Bulgaria,30-06-2014,34.52
Cameroon,30-06-2014,38.33
Canada,30-06-2014,67.77
Cayman Islands,30-06-2014,45.41
Chile,30-06-2014,54.54
China,30-06-2014,41.47
Chinese Taipei,30-06-2014,42.62
Colombia,30-06-2014,43.33
Cook Islands,30-06-2014,47.11
Cote D'Ivoire,30-06-2014,47.08
Croatia,30-06-2014,46.35
Czech Republic,30-06-2014,49.49
Denmark,30-06-2014,39.94
England,30-06-2014,85.68
Fiji,30-06-2014,74.58
Finland,30-06-2014,29.44
France,30-06-2014,80.01
Georgia,30-06-2014,70.46
Germany,30-06-2014,57.19
Greece,30-06-2014,28.55
Guam,30-06-2014,34.95
Guyana,30-06-2014,45.49
Hong Kong,30-06-2014,58.47
Hungary,30-06-2014,41.02
India,30-06-2014,39.07
Indonesia,30-06-2014,30
Ireland,30-06-2014,83.44
Israel,30-06-2014,45.75
Italy,30-06-2014,70.92
Jamaica,30-06-2014,36.99
Japan,30-06-2014,75.63
Kazakhstan,30-06-2014,48.91
Kenya,30-06-2014,53.46
Korea,30-06-2014,57.22
Latvia,30-06-2014,41.89
Lithuania,30-06-2014,46.2
Luxembourg,30-06-2014,35.94
Madagascar,30-06-2014,49.55
Malaysia,30-06-2014,40.2
Malta,30-06-2014,48.85
Mauritius,30-06-2014,33.86
Mexico,30-06-2014,43.2
Moldova,30-06-2014,54.1
Monaco,30-06-2014,35.17
Morocco,30-06-2014,51.18
Namibia,30-06-2014,57.09
Netherlands,30-06-2014,53.16
New Zealand,30-06-2014,93.81
Nigeria,30-06-2014,38.05
Niue Island,30-06-2014,40.45
Norway,30-06-2014,32.68
Pakistan,30-06-2014,36.74
Papua New Guinea,30-06-2014,45.27
Paraguay,30-06-2014,50.42
Peru,30-06-2014,40.13
Philippines,30-06-2014,45.57
Poland,30-06-2014,50.64
Portugal,30-06-2014,57.73
Romania,30-06-2014,68.42
Russia,30-06-2014,62.06
Samoa,30-06-2014,76.35
Scotland,30-06-2014,77.75
Senegal,30-06-2014,48.69
Serbia,30-06-2014,36.54
Singapore,30-06-2014,44.54
Slovenia,30-06-2014,36.49
Solomon Islands,30-06-2014,40.35
South Africa,30-06-2014,89.34
Spain,30-06-2014,60.65
Sri Lanka,30-06-2014,46.95
St Vincent and the Grenadines,30-06-2014,36.84
Swaziland,30-06-2014,32.04
Sweden,30-06-2014,47.82
Switzerland,30-06-2014,47.27
Tahiti,30-06-2014,35.37
Thailand,30-06-2014,43.37
Tonga,30-06-2014,72.83
Trinidad & Tobago,30-06-2014,45.5
Tunisia,30-06-2014,49.89
Uganda,30-06-2014,44.68
Ukraine,30-06-2014,52.37
United Arab Emirates,30-06-2014,30
Uruguay,30-06-2014,62.89
USA,30-06-2014,67.3
Uzbekistan,30-06-2014,31.94
Vanuatu,30-06-2014,33.45
Venezuela,30-06-2014,41.67
Wales,30-06-2014,80.7
Zambia,30-06-2014,34.77
Zimbabwe,30-06-2014,55.15
Andorra,30-06-2008,43.4
Arabian Gulf,30-06-2008,47.15
Argentina,30-06-2008,83.45
Australia,30-06-2008,84.57
Austria,30-06-2008,36.47
Bahamas,30-06-2008,36.33
Barbados,30-06-2008,40.96
Belgium,30-06-2008,55.87
Bermuda,30-06-2008,42.26
Bosnia & Herzegovina,30-06-2008,32.54
Botswana,30-06-2008,39.53
Brazil,30-06-2008,53.98
Bulgaria,30-06-2008,34.92
Cameroon,30-06-2008,38.97
Canada,30-06-2008,68.81
Cayman Islands,30-06-2008,42.12
Chile,30-06-2008,57.07
China,30-06-2008,48.68
Chinese Taipei,30-06-2008,46.95
Colombia,30-06-2008,42.03
Cook Islands,30-06-2008,45.87
Cote D'Ivoire,30-06-2008,48.2
Croatia,30-06-2008,47.8
Czech Republic,30-06-2008,51.92
Denmark,30-06-2008,42.67
England,30-06-2008,83.18
Fiji,30-06-2008,76.76
Finland,30-06-2008,31.98
France,30-06-2008,79.27
Georgia,30-06-2008,69.42
Germany,30-06-2008,57.05
Guam,30-06-2008,36.8
Guyana,30-06-2008,41.52
Hong Kong,30-06-2008,53.18
Hungary,30-06-2008,40.34
India,30-06-2008,37.23
Ireland,30-06-2008,77.25
Israel,30-06-2008,33.64
Italy,30-06-2008,75.46
Jamaica,30-06-2008,36.61
Japan,30-06-2008,67.55
Kazakhstan,30-06-2008,52.25
Kenya,30-06-2008,49.51
Korea,30-06-2008,59
Latvia,30-06-2008,47.38
Lithuania,30-06-2008,47.84
Luxembourg,30-06-2008,35.05
Madagascar,30-06-2008,47.92
Malaysia,30-06-2008,37.99
Malta,30-06-2008,44.07
Moldova,30-06-2008,51.56
Monaco,30-06-2008,38.81
Morocco,30-06-2008,54.14
Namibia,30-06-2008,56.82
Netherlands,30-06-2008,47.36
New Zealand,30-06-2008,89.8
Nigeria,30-06-2008,35.28
Niue Island,30-06-2008,40.53
Norway,30-06-2008,37.1
Papua New Guinea,30-06-2008,45.52
Paraguay,30-06-2008,52.4
Peru,30-06-2008,40.64
Poland,30-06-2008,52.48
Portugal,30-06-2008,58.87
Romania,30-06-2008,67.18
Russia,30-06-2008,63.93
Samoa,30-06-2008,72.34
Scotland,30-06-2008,76.92
Senegal,30-06-2008,41.44
Serbia,30-06-2008,40.11
Singapore,30-06-2008,44.88
Slovenia,30-06-2008,41.32
Solomon Islands,30-06-2008,39.06
South Africa,30-06-2008,90.82
Spain,30-06-2008,61.55
Sri Lanka,30-06-2008,46.46
St Lucia,30-06-2008,37.57
St Vincent and the Grenadines,30-06-2008,39.3
Swaziland,30-06-2008,36.68
Sweden,30-06-2008,50.92
Switzerland,30-06-2008,45.67
Tahiti,30-06-2008,36.25
Thailand,30-06-2008,42.33
Tonga,30-06-2008,68.51
Trinidad & Tobago,30-06-2008,47.79
Tunisia,30-06-2008,52.8
Uganda,30-06-2008,52.89
Ukraine,30-06-2008,51.77
Uruguay,30-06-2008,63.68
USA,30-06-2008,63.11
Vanuatu,30-06-2008,34.77
Venezuela,30-06-2008,43.92
Wales,30-06-2008,80.11
Zambia,30-06-2008,40.64
Zimbabwe,30-06-2008,44.45
Andorra,30-07-2012,42.21
Argentina,30-07-2012,79.25
Australia,30-07-2012,87.05
Austria,30-07-2012,36.84
Bahamas,30-07-2012,35.68
Barbados,30-07-2012,41.01
